borough,age,gpa,days_missed,major,full_time,freshman,first_generation,employed,pell_grant,grade
Staten Island,22.49800104881896,2.763673580100139,12.196793209401918,Computer Science,1,0,1,1,0,P
Manhattan,26.103632907414926,2.640280531830534,13.118875027273544,Computer Information Systems,0,0,1,1,0,P
Outside NYC,24.963356989253548,2.423832310830194,3.7390571695239316,Computer Information Systems,1,1,0,1,1,P
Queens,18.575281514042434,2.018606145221632,7.456072489442281,Computer Information Systems,0,1,0,1,0,P
Staten Island,22.933163613081458,3.0329883609135417,-2.5208335595132674,Computer Science,0,1,0,1,0,P
Queens,29.715227431874837,3.239669972466597,12.378906410324678,Computer Information Systems,1,1,0,1,0,P
Manhattan,22.124194293169793,2.6620057006757984,-0.055230660100665574,Computer Information Systems,0,1,1,1,0,P
Outside NYC,19.493379823939467,2.4658838624982367,5.187165146644747,Computer Science,1,0,0,1,1,P
Outside NYC,27.488842804973014,2.3807438589834877,5.285755887274135,Computer Information Systems,1,1,0,1,1,P
Brooklyn,20.020458107672418,3.5583564082421515,9.43387354563269,Computer Information Systems,1,0,1,1,1,P
Bronx,27.81303812814043,2.6221322832225322,2.9473842237701775,Computer Information Systems,0,1,1,1,0,P
Outside NYC,28.59851212831771,2.534893670345188,4.2290983852446775,Computer Information Systems,1,1,0,1,1,P
Manhattan,15.098292005687089,3.2230932726547845,9.422599317913273,Computer Information Systems,1,1,0,1,1,P
Brooklyn,23.501500158952396,2.0216366887261303,4.1349904628120004,Computer Information Systems,1,1,1,0,0,P
Outside NYC,24.34479044714766,2.704833451358062,3.3349181305896707,Computer Science,1,0,1,1,0,P
Brooklyn,24.61993971721263,2.962614209752866,6.91840052994084,Computer Information Systems,0,1,0,1,0,P
Outside NYC,20.920113959752538,3.9707043512759133,6.2715819269701525,Computer Information Systems,1,0,1,1,0,P
Outside NYC,26.279112236340865,2.465394444111941,4.576554360243471,Computer Information Systems,0,0,0,1,1,P
Outside NYC,25.934334085497852,2.5017617028002865,3.770837301369665,Computer Information Systems,1,0,0,1,0,P
Brooklyn,24.279363690589737,3.23307192262889,5.910629830389596,Computer Science,1,0,1,0,0,P
Queens,16.946828497081626,3.8010638901379434,2.6259127226411563,Computer Information Systems,1,1,1,1,0,P
Outside NYC,28.99142998374659,3.194722866915297,6.438415235381825,Computer Information Systems,1,1,1,0,1,P
Outside NYC,24.843652327088524,2.159253691053169,5.137776057082531,Computer Science,1,1,0,1,1,P
Brooklyn,23.159364865839088,3.3810895738687208,9.721722035464243,Computer Information Systems,0,1,0,1,1,P
Brooklyn,28.875184871670527,2.45647887583518,0.7697802378204353,Computer Information Systems,1,1,1,1,0,P
Brooklyn,26.737941688477363,2.585026841802174,11.142132530861959,Computer Information Systems,1,0,1,1,1,P
Outside NYC,23.59568293338431,3.0687681924374797,13.080361137220432,Computer Information Systems,1,0,0,0,0,P
Outside NYC,22.551814238825635,2.931665410907821,3.351930510580834,Computer Information Systems,1,0,0,0,0,P
Queens,19.31614831974422,3.254481555135079,11.711109647143664,Computer Information Systems,1,1,0,1,0,P
Brooklyn,26.564973997715335,2.3906796895369684,11.808898722412724,Computer Information Systems,0,0,0,1,1,P
Brooklyn,26.94757035433233,3.732659700206125,7.683216027278538,Computer Information Systems,0,0,1,1,1,P
Bronx,21.837982838712445,2.1982369529766896,2.394024478650718,Computer Science,1,1,1,1,1,P
Outside NYC,22.670111103240256,2.9325296602235915,2.001970683962335,Computer Information Systems,1,1,0,0,0,P
Bronx,33.425252936614044,3.3247041701413673,4.180903895755161,Computer Information Systems,1,0,1,1,1,P
Outside NYC,20.612966314587645,2.9601434979866195,2.16144065364601,Computer Information Systems,0,1,1,1,0,P
Outside NYC,24.815444371336763,2.8242030399630407,0.9622536873519207,Computer Information Systems,1,0,0,1,0,P
Brooklyn,28.63695922579716,3.111078260860711,8.858923720718277,Computer Information Systems,0,1,0,1,1,P
Outside NYC,22.482400833302535,3.4140707251486337,3.264321556820784,Computer Information Systems,0,1,1,1,0,P
Outside NYC,29.691500515924353,2.471549060762249,5.216408584952405,Computer Information Systems,0,1,1,1,0,P
Manhattan,24.889969495956294,4.0140967263319185,7.7927911408351065,Computer Science,1,1,1,0,1,P
Outside NYC,27.699085459444106,3.2875444015567097,9.458904892128684,Computer Information Systems,0,0,1,0,0,P
Bronx,16.83585254244411,3.8622929601952505,5.703968226435264,Computer Information Systems,0,1,1,1,1,P
Brooklyn,19.82778671554611,3.364302322698126,13.855595051057051,Computer Information Systems,1,1,1,0,1,P
Brooklyn,22.112220982911328,2.5534284305187773,4.086078504589414,Computer Science,1,0,1,1,0,P
Staten Island,22.343551799163322,2.627722621877707,8.810077457116078,Computer Information Systems,1,0,0,0,1,P
Brooklyn,25.194066494637976,2.164360243546888,4.471795574802321,Computer Information Systems,1,0,1,1,0,P
Queens,22.789052520796567,3.77156597130205,-0.3417595896570198,Computer Science,1,1,1,0,0,P
Outside NYC,14.59210575337686,2.9863064291625747,13.447895340372309,Computer Science,0,0,1,0,1,P
Brooklyn,24.77543241762678,3.0107899020611444,8.049968348984482,Computer Science,1,1,1,1,0,P
Outside NYC,27.166028439160648,2.4203402456003364,5.611823668791722,Computer Information Systems,1,1,0,0,1,P
Outside NYC,17.54430491951715,3.31744564563397,1.9437081870633648,Computer Information Systems,1,1,0,1,0,P
Outside NYC,19.82887359040908,3.6873586461475574,-0.8865323799804701,Computer Information Systems,0,1,1,0,0,P
Outside NYC,22.598953266905443,2.8285765206585003,-1.0452758456862021,Computer Science,1,1,1,1,0,P
Outside NYC,21.958443845959643,3.01035773848606,2.3812991266672054,Computer Information Systems,0,1,1,1,1,P
Outside NYC,20.302733583505642,3.1209125392706376,4.420809993351655,Computer Information Systems,1,0,0,1,1,P
Queens,18.25052426114323,2.3269994289117797,5.246736838769538,Computer Information Systems,1,1,1,1,0,P
Brooklyn,17.322185324862538,2.826224402988631,6.76804182732313,Computer Information Systems,0,0,1,1,0,P
Manhattan,20.517042278010358,3.3764075106435336,9.657173877524816,Computer Information Systems,1,0,0,1,1,P
Brooklyn,24.04300996933207,4.167383089251517,5.353814488166782,Computer Information Systems,1,1,1,1,1,P
Manhattan,20.188419397376883,2.7002172108880735,2.2148713417796078,Computer Information Systems,1,1,1,1,0,P
Outside NYC,28.356450899127164,2.6531362825538896,11.646907751697546,Computer Science,0,1,1,0,0,P
Manhattan,22.267352965126534,3.4169507042116836,8.517164445848977,Computer Science,0,1,1,0,0,P
Manhattan,23.643179016072118,3.0938407568635324,6.086279801248911,Computer Information Systems,1,1,1,1,1,P
Queens,22.33773667799012,2.57523526208587,9.786705436251978,Computer Science,0,1,0,1,0,P
Outside NYC,19.754735603630817,3.500492266816133,7.266549021048069,Computer Information Systems,1,0,0,1,1,P
Outside NYC,21.50187803132432,3.3913400723790845,5.886772684765721,Computer Science,0,1,1,0,0,P
Manhattan,23.024591397213367,3.1707546034816416,4.434667488346578,Computer Information Systems,1,1,1,1,1,P
Bronx,28.555338606754603,3.2211248126821737,0.7178744308443195,Computer Information Systems,1,1,0,1,0,P
Brooklyn,21.42949309546804,2.520165122686414,8.639353262390017,Computer Information Systems,1,1,1,1,1,P
Queens,22.764032451608017,2.9639115921957004,6.647988212804647,Computer Information Systems,1,0,1,1,0,P
Queens,19.376621031478088,2.7965533204764284,15.79171854023424,Computer Information Systems,1,1,0,1,1,P
Queens,19.369220354635186,2.5821570481718847,5.354600428973285,Computer Science,1,1,1,1,0,P
Outside NYC,22.641031859559867,2.4252594285007243,8.433207103380454,Computer Science,0,1,0,0,1,P
Brooklyn,24.430616854166345,2.802240167803041,8.686479084373739,Computer Information Systems,1,0,1,1,0,P
Queens,21.558251646903024,3.8484635451570814,14.890906164598922,Computer Science,1,1,0,0,0,P
Queens,23.47276628288339,2.8003769955105255,6.4774993317772145,Computer Science,1,1,1,1,0,P
Outside NYC,18.59226366997079,3.531037945701242,-1.2056053853817001,Computer Information Systems,1,1,1,0,1,P
Outside NYC,22.965339991398064,4.307089096602026,2.63944885517151,Computer Information Systems,0,1,1,1,0,P
Outside NYC,20.939887698126203,2.694011415964136,7.457547720988621,Computer Science,1,1,1,0,1,P
Outside NYC,20.569721394575737,2.272128694984719,7.0755321469683805,Computer Information Systems,0,1,1,1,0,P
Queens,23.2121775824394,2.6832441250517975,9.376095072924002,Computer Information Systems,0,0,1,1,1,P
Outside NYC,27.42803462605896,3.3705994740121543,0.6082851345583338,Computer Information Systems,1,1,1,0,0,P
Outside NYC,14.624487082995639,3.6042711333918183,10.056566962636538,Computer Science,0,0,0,1,1,P
Manhattan,22.58290594068518,2.4805298818643977,4.571903251917281,Computer Information Systems,0,1,1,1,1,P
Queens,22.93889430950056,3.5610366960843116,14.88380560147392,Computer Science,1,1,1,1,0,P
Brooklyn,24.830967788650106,2.266170347253608,9.77597702157654,Computer Information Systems,1,1,0,1,1,P
Manhattan,18.480993048116943,2.965866555058074,-8.856833528204486,Computer Information Systems,1,0,1,0,0,P
Queens,26.523736670748637,3.361068050157804,9.279402576892853,Computer Information Systems,1,1,1,0,0,P
Queens,24.269676242426634,2.219023302830032,1.4593563395830378,Computer Information Systems,1,1,1,1,0,P
Queens,30.667510462657603,3.9962629286153266,8.836798836532898,Computer Information Systems,1,0,1,0,0,P
Brooklyn,29.11181760181501,2.561560027363174,6.760092223467021,Computer Information Systems,1,0,0,1,1,P
Bronx,19.285125098756257,2.500855513882312,10.690358313464909,Computer Science,1,0,0,1,0,P
Manhattan,20.37216815712206,3.6853439633138887,6.740154768296695,Computer Science,1,0,0,0,1,P
Outside NYC,17.786885473894106,4.002711778840774,2.5833234491615915,Computer Information Systems,1,0,1,1,0,P
Outside NYC,25.983815207285872,2.217009561264894,7.234019876551751,Computer Information Systems,1,1,0,0,1,P
Brooklyn,21.00746990857516,2.643954373307346,9.620110803029823,Computer Information Systems,1,1,1,1,1,P
Bronx,14.194338418043735,3.4918637430872552,11.321974822623574,Computer Information Systems,1,1,1,1,0,P
Outside NYC,21.06261396565719,3.2059311059584603,4.442702567166922,Computer Science,1,0,1,1,0,P
Outside NYC,28.6298286059538,2.1286922752278206,-0.9618696949992644,Computer Information Systems,1,1,0,0,1,P
Manhattan,27.125896759028954,2.3052439780822427,10.772041257553187,Computer Information Systems,1,1,1,0,0,P
Bronx,23.88865703728334,3.5085525233112214,4.686412901374237,Computer Information Systems,1,1,0,0,1,P
Queens,18.835765403455337,3.0634500929444335,1.236456659742072,Computer Information Systems,1,1,0,1,0,P
Brooklyn,24.810622543103726,3.6879607268486305,6.995709041519424,Computer Information Systems,0,1,0,1,0,P
Outside NYC,25.919149334932555,3.8332369274310234,4.907806339458235,Computer Information Systems,1,1,1,0,0,P
Manhattan,21.37528866638659,3.525399976379553,7.070622552801921,Computer Science,0,1,0,1,1,P
Outside NYC,21.080113998494294,2.7373029898047863,6.480775204426804,Computer Science,0,1,1,1,0,P
Queens,19.805342572593286,3.5391129424132073,-1.6886948415623637,Computer Science,1,0,0,0,1,P
Queens,21.62236849259425,3.113181809470249,3.559491279886549,Computer Science,1,1,0,1,0,P
Bronx,14.977270149981425,3.422477450288469,8.834594874661931,Computer Information Systems,1,1,1,1,0,P
Outside NYC,26.588380552858112,3.144918305262031,-2.8699265866899175,Computer Information Systems,1,1,1,1,0,P
Outside NYC,24.683840512859383,3.1091202826837634,0.17691436148821182,Computer Information Systems,0,0,0,1,0,P
Outside NYC,17.16651371693299,3.595209732883144,8.273234441665338,Computer Information Systems,1,1,0,1,0,P
Manhattan,22.253005324553328,2.576208703568084,3.7282741549830605,Computer Information Systems,1,1,0,0,0,P
Bronx,23.914013840179177,3.2695923297542158,7.24994275993667,Computer Information Systems,1,1,0,0,1,P
Queens,17.851541974947814,2.845289214146252,1.092506573703563,Computer Information Systems,1,0,1,0,0,P
Manhattan,17.301058009236208,3.1215462586760863,5.573710693783431,Computer Information Systems,0,0,1,0,1,P
Brooklyn,27.39335790936507,1.6634202757940693,11.669541629470965,Computer Information Systems,1,1,0,1,1,P
Outside NYC,27.154218593677697,2.7491122827062395,3.3740607162086946,Computer Information Systems,1,1,1,1,1,P
Outside NYC,15.002679480375638,3.0723530854834986,7.382366342046355,Computer Information Systems,0,1,1,1,0,P
Outside NYC,18.703086205134316,2.593406913445527,1.183684918779309,Computer Science,0,1,1,1,1,P
Outside NYC,26.26363063528385,3.4595717218488904,1.254026017353107,Computer Information Systems,1,1,1,1,1,P
Brooklyn,31.294585925070066,2.840115422383293,10.308617187652498,Computer Information Systems,1,1,1,1,1,P
Outside NYC,25.119740154879576,2.9185101571885532,6.837519427734855,Computer Information Systems,1,1,1,1,0,P
Outside NYC,24.963647769086137,3.759128585111689,1.9938338082842968,Computer Science,1,1,1,1,0,P
Outside NYC,20.976794478673767,3.0617126066844618,13.14239069070679,Computer Information Systems,0,1,1,1,1,P
Outside NYC,27.21726775302667,2.363256908904683,4.439796025566573,Computer Information Systems,0,1,1,1,1,P
Outside NYC,19.077131336740386,3.053624606470671,1.9780178095587706,Computer Information Systems,0,1,0,1,0,P
Outside NYC,24.53745864173765,2.6298858275056274,11.351878332780103,Computer Science,1,1,0,1,0,P
Outside NYC,23.548733241370478,2.996153246862489,0.8359874241945064,Computer Information Systems,1,1,0,1,0,P
Bronx,28.139256109601845,3.9925474374448533,3.6722514299803977,Computer Information Systems,1,1,1,0,1,P
Outside NYC,27.057428908764976,2.9878757449293887,7.281031785148432,Computer Information Systems,1,1,1,1,0,P
Outside NYC,23.124628696776213,2.7209164265952026,9.816611261742764,Computer Science,1,1,0,1,1,P
Outside NYC,26.550015846111084,3.0463560789350215,4.455672346901229,Computer Science,1,0,1,1,1,P
Brooklyn,22.15818135889082,2.055340866921144,6.938730387460126,Computer Information Systems,1,1,0,1,0,P
Outside NYC,27.205601239607255,2.3499046953548017,3.785507283153065,Computer Information Systems,0,0,1,1,0,P
Outside NYC,18.3920980986606,3.1488818899292337,10.475465717797777,Computer Science,1,1,1,1,0,P
Outside NYC,23.691400930434174,3.489374064809347,1.9743321050896583,Computer Information Systems,1,1,1,1,0,P
Outside NYC,17.00923646251116,3.074821066898418,5.336875903720012,Computer Information Systems,0,1,1,1,0,P
Bronx,18.959989958371573,3.3806452428415517,8.21727661085985,Computer Information Systems,1,1,1,1,0,P
Outside NYC,26.96525446236244,3.3557096639368735,7.958706656529053,Computer Information Systems,0,0,1,1,1,P
Brooklyn,16.230896527989977,2.8862388168251396,9.875364001605183,Computer Information Systems,1,1,1,1,0,P
Brooklyn,26.157976708611223,3.6063126735566837,11.768166446779613,Computer Information Systems,0,1,1,1,0,P
Brooklyn,19.075909681517818,2.921308387462337,11.974106778615006,Computer Information Systems,0,1,1,1,1,P
Brooklyn,24.98085864049444,3.150143955950929,5.5990172954882205,Computer Science,1,1,1,1,1,P
Bronx,22.061074228282383,2.624931401917408,1.2011970904027782,Computer Science,0,1,0,1,0,P
Outside NYC,18.70974457581438,2.5702854215017577,6.4767144412156155,Computer Information Systems,1,0,1,0,0,P
Brooklyn,22.305700715348678,3.2739771576950556,-6.398666190996408,Computer Science,1,1,0,0,1,P
Brooklyn,20.185789204033615,1.4261975313849524,6.288872478100315,Computer Science,1,1,0,1,0,P
Brooklyn,17.7814463913976,3.071094864382678,8.696355535153053,Computer Science,1,1,0,1,0,P
Brooklyn,20.15875890371393,2.0185842509963745,4.780610260058236,Computer Information Systems,1,1,0,1,0,P
Outside NYC,25.739612450261816,2.2331880643725732,-0.15716144850829217,Computer Information Systems,1,0,1,0,1,P
Brooklyn,20.45945883545345,2.3923145832441928,4.111244222918394,Computer Information Systems,1,1,1,0,1,P
Brooklyn,26.09306678178363,3.637524362074708,5.347867391507508,Computer Science,1,1,1,1,0,P
Outside NYC,27.05344458068226,2.76322002902461,7.255867304765199,Computer Science,0,1,0,1,1,P
Outside NYC,16.65276406548207,3.086604237198568,5.951434242492596,Computer Information Systems,0,0,1,0,0,P
Queens,25.73124959161419,2.495997338258106,9.538133295721142,Computer Information Systems,1,1,1,1,1,P
Queens,23.15156183564349,3.757297194765937,11.029993391542215,Computer Information Systems,0,1,1,1,0,P
Outside NYC,26.597389036064254,3.005352420806765,7.803887383495438,Computer Information Systems,1,0,0,0,0,P
Manhattan,28.510658201245914,2.2804227516576674,7.249352010418472,Computer Information Systems,1,0,0,1,1,P
Brooklyn,25.31311170700829,3.609119377216732,11.2970456194319,Computer Information Systems,1,0,0,0,1,P
Queens,31.867861827507824,2.678381040987539,5.410308719429829,Computer Information Systems,0,0,1,1,1,P
Queens,24.93511354928529,3.0045621652485597,4.051565720868754,Computer Information Systems,1,1,1,0,1,P
Outside NYC,19.799755233510588,3.816282351625731,8.314962199224519,Computer Information Systems,0,1,0,1,1,P
Brooklyn,22.581471098207174,2.51092052311753,9.213360891309195,Computer Science,1,1,1,1,1,P
Queens,21.640936618338582,2.981860971338253,5.509541864933266,Computer Information Systems,1,1,1,0,0,P
