,borough,age,gpa,days_missed,major,full_time,freshman,first_generation,employed,pell_grant,grade
9986,Outside NYC,23.915194399290257,2.9705037448702645,8.729131034213195,Computer Information Systems,1,0,1,1,1,P
9987,Outside NYC,23.405842598298015,2.846961523866256,8.47188004690275,Computer Information Systems,1,1,1,0,0,P
9988,Brooklyn,20.377366834957897,2.4474782152715853,7.54036536417839,Computer Science,0,1,0,1,1,P
9989,Outside NYC,24.265139962181784,2.2158666287754563,-6.907113403042306,Computer Science,1,0,0,1,1,P
9990,Brooklyn,23.183288594559432,3.790073752668779,4.439618719216835,Computer Information Systems,1,1,0,1,0,P
9991,Bronx,26.234205869420894,3.9943279071929436,11.159822178186797,Computer Information Systems,0,0,0,1,0,P
9992,Outside NYC,25.209186820483815,2.6142488792468446,5.843924783052389,Computer Information Systems,1,1,1,0,0,P
9993,Outside NYC,25.91681026429576,3.6480696560812116,7.004033896137956,Computer Science,1,1,1,1,0,P
9994,Outside NYC,26.103623620994195,3.551396544177149,14.2558905065228,Computer Information Systems,0,1,0,1,1,P
9995,Brooklyn,14.546557431333083,2.8897150934351314,5.985470499302826,Computer Information Systems,1,1,1,0,1,P
9996,Bronx,24.42125191130025,3.2594536335270163,6.355444507661707,Computer Information Systems,1,1,1,1,0,P
9997,Brooklyn,27.225698943301573,2.6195905821736294,7.186081186468673,Computer Science,0,0,0,1,1,P
9998,Manhattan,18.46444395063079,2.7826547490436586,-2.4839638205809624,Computer Information Systems,1,1,1,1,1,P
9999,Brooklyn,22.95632402576894,3.4524919350906242,1.743458224075483,Computer Information Systems,0,1,1,1,1,P
10000,Queens,20.969623400585927,2.7452972645974087,5.272151308966833,Computer Information Systems,0,1,1,0,1,P
10001,Manhattan,27.35691585044833,2.6784912770843725,1.529697561118324,Computer Information Systems,0,1,1,0,0,P
10002,Outside NYC,24.8660761082309,3.508603305235983,7.695381689173693,Computer Information Systems,1,1,0,1,1,P
10003,Outside NYC,20.268753027792656,3.530732758991965,6.736745326580861,Computer Science,1,1,1,1,1,P
10004,Brooklyn,20.031403832741532,2.0143354771623017,9.805012082558227,Computer Information Systems,0,1,1,1,0,P
10005,Queens,25.09230817696669,2.701572886123498,4.937606131211564,Computer Information Systems,1,1,1,0,0,P
10006,Outside NYC,18.31311111867936,2.3923131989804887,-1.382614186562133,Computer Information Systems,0,1,0,1,1,P
10007,Manhattan,28.01425099242798,3.5543074057291455,-1.6427447549178567,Computer Information Systems,0,0,0,1,0,P
10008,Outside NYC,22.75770099061459,2.7839422762690726,7.800914548955117,Computer Information Systems,1,1,0,0,1,P
10009,Outside NYC,22.513904960985865,2.1305151153341644,4.23312254367136,Computer Science,1,1,1,0,0,P
10010,Outside NYC,19.249895195346575,3.449368068146783,15.71405070602668,Computer Information Systems,0,1,0,1,0,P
10011,Bronx,16.008189212095353,3.1616863030161833,9.596442140374199,Computer Information Systems,1,1,1,1,0,P
10012,Outside NYC,29.09369038556372,3.8710546197540294,6.301203602151992,Computer Information Systems,0,1,1,1,0,P
10013,Outside NYC,28.6526387528028,3.086825817731371,1.5973113135737513,Computer Information Systems,0,0,1,1,1,P
10014,Outside NYC,25.422566017950622,3.4477639337410464,-0.6719234326459524,Computer Information Systems,0,1,0,0,1,P
10015,Bronx,16.757668025007817,2.880182235125916,3.870964099230094,Computer Science,1,1,1,1,1,P
10016,Bronx,24.26034917999707,3.742172856628013,9.00354909454537,Computer Information Systems,1,1,0,0,1,P
10017,Outside NYC,17.798609164964965,3.1956794948719995,10.720868584098538,Computer Information Systems,1,1,1,1,0,P
10018,Queens,19.243988129869546,2.203375471310749,4.3594883156369715,Computer Information Systems,1,1,1,0,1,P
10019,Queens,20.789303248792976,3.3592722411452565,-1.58563453377017,Computer Information Systems,1,0,1,1,0,P
10020,Outside NYC,26.972995321740864,3.2531964604979215,9.620525508046967,Computer Information Systems,1,1,0,1,1,P
10021,Staten Island,23.7591445377254,2.2576721831096997,1.8310386086579618,Computer Science,0,1,1,1,1,P
10022,Queens,23.421744531517223,4.817290198067742,10.57409144496698,Computer Science,0,1,1,0,0,P
10023,Brooklyn,22.554148573327943,3.5204140462203,6.743784162594582,Computer Science,0,0,1,0,0,P
10024,Manhattan,21.93928284605698,3.583558428005645,2.2558820183183403,Computer Information Systems,1,1,0,1,0,P
10025,Brooklyn,20.171891085108744,2.592582673745234,16.770494118844848,Computer Science,1,1,1,0,1,P
10026,Outside NYC,26.62929644987504,3.1012175349251967,9.200326381174273,Computer Information Systems,1,1,0,1,0,P
10027,Brooklyn,23.9023775329257,3.2282374303806134,-4.679473195524595,Computer Information Systems,1,1,1,0,1,P
10028,Outside NYC,21.955166596043565,3.6024066122417677,5.637627877353393,Computer Information Systems,1,0,1,1,0,P
10029,Bronx,23.62939015020073,2.0546402126153014,-4.084680441423252,Computer Information Systems,1,0,1,1,0,P
10030,Brooklyn,20.525938269193798,4.142741156379246,9.870397655734667,Computer Information Systems,0,1,1,1,1,P
10031,Brooklyn,24.019252444210338,3.864414187671919,-2.7064492651947454,Computer Information Systems,0,1,0,1,0,P
10032,Manhattan,24.69772003867018,2.7317814171719577,13.68927304978872,Computer Science,1,1,1,0,1,P
10033,Bronx,19.97851419000924,3.52170317216254,4.0039851352038855,Computer Information Systems,1,1,1,0,1,P
10034,Queens,29.87549057387852,2.5345563197430336,13.046703320755583,Computer Science,1,0,1,0,0,P
10035,Outside NYC,26.747401940266638,3.5658842972409177,9.85885416529229,Computer Information Systems,1,1,1,1,1,P
10036,Outside NYC,19.24880672256839,2.3348863787306344,2.446549426356106,Computer Information Systems,1,1,0,1,1,P
10037,Outside NYC,21.85026706821943,3.8301994646330186,2.7758399706931556,Computer Information Systems,1,0,1,0,0,P
10038,Queens,19.07684495494353,3.5446175618180655,0.8719060828664809,Computer Information Systems,1,1,0,1,1,P
10039,Outside NYC,19.896263570440397,1.7053137077678673,13.822988593838506,Computer Science,1,1,1,1,1,P
10040,Outside NYC,21.90604754635628,2.964016568951538,8.546227954895837,Computer Information Systems,1,1,0,1,0,P
10041,Outside NYC,19.479080197930255,3.1277384057962143,16.07630020632679,Computer Information Systems,1,0,0,0,1,P
10042,Outside NYC,19.395691389555424,4.456538649703994,-5.573829566835743,Computer Information Systems,0,1,0,1,1,P
10043,Outside NYC,25.783512608612753,2.2716059841455247,11.185387070381264,Computer Information Systems,0,1,0,1,1,P
10044,Manhattan,24.284398357755745,3.9803525932138433,3.816384404645979,Computer Information Systems,1,0,0,0,1,P
10045,Queens,24.564342700230355,3.5527089934781033,-2.606219427056377,Computer Science,0,0,0,1,0,P
10046,Manhattan,28.640441853919818,2.652681806629019,9.718911013712418,Computer Information Systems,1,1,0,1,1,P
10047,Bronx,13.556639026684648,2.1069665310019317,10.588955788178122,Computer Science,1,1,1,0,1,P
10048,Outside NYC,21.00853838047572,2.108830673389298,14.452803496271189,Computer Science,1,1,1,1,0,P
10049,Outside NYC,20.36860280497074,1.6574132315602716,2.794884554347198,Computer Information Systems,1,0,1,0,1,P
10050,Manhattan,27.557659159107256,3.6774070212540897,6.4271669076134215,Computer Information Systems,1,1,1,1,0,P
10051,Manhattan,25.822177665893104,2.7704068329863927,10.904771068908474,Computer Information Systems,1,1,1,1,1,P
10052,Outside NYC,27.88691944784265,2.4946776084624305,2.8425897897638817,Computer Science,0,1,1,1,0,P
10053,Staten Island,24.156474525256804,4.402424990135311,3.3645700955484417,Computer Science,1,1,1,1,1,P
10054,Bronx,19.51630870304763,2.834267405041168,11.690464290346618,Computer Science,1,1,0,1,0,P
10055,Bronx,23.5250046008148,2.2260431128882274,6.417512547088281,Computer Science,1,1,1,1,1,P
10056,Brooklyn,27.1053170410658,3.4953856496291458,7.535658519124198,Computer Information Systems,0,1,1,0,1,P
10057,Staten Island,24.965057811867116,3.1800953843476436,2.7163583664903874,Computer Science,1,1,0,1,0,P
10058,Bronx,21.7399195811724,2.8701417574813246,5.305382081790059,Computer Science,0,1,0,0,1,P
10059,Queens,20.691334302647665,3.7647642524820384,0.8952806238791444,Computer Information Systems,1,1,1,1,0,P
10060,Queens,25.12159883930806,3.2371572517645437,9.315966444894698,Computer Information Systems,0,1,0,0,1,P
10061,Outside NYC,29.333357375876723,3.657388880158751,14.17915062704256,Computer Science,1,1,1,0,0,P
10062,Queens,20.5568278322717,3.3062195575921036,4.231494787076164,Computer Information Systems,1,1,1,1,0,P
10063,Outside NYC,23.95688853003486,3.020624212688745,13.547197232998082,Computer Science,1,1,1,1,0,P
10064,Staten Island,16.382148153669064,2.9522552889258176,13.186085430037537,Computer Information Systems,1,1,0,0,0,P
10065,Queens,20.868631179117166,3.190643104731066,3.123193106161401,Computer Science,1,1,0,1,1,P
10066,Outside NYC,23.78872110404086,2.4648358913786748,16.366984052196806,Computer Information Systems,1,1,1,0,0,P
10067,Bronx,25.764952537427348,2.5293692119040148,5.864863084733008,Computer Information Systems,1,1,1,1,1,P
10068,Staten Island,19.74232938584197,3.44359053660237,11.677674221193515,Computer Information Systems,1,1,0,1,0,P
10069,Bronx,17.656844062217072,3.2057094481554933,8.8665795309802,Computer Information Systems,1,1,0,0,0,P
10070,Brooklyn,25.782321892586285,3.3244407312874817,6.329121823589579,Computer Information Systems,1,1,0,0,0,P
10071,Brooklyn,26.01214779838792,3.023677232153483,-0.47247000071831113,Computer Information Systems,0,0,1,1,0,P
10072,Queens,23.09578855337634,3.318238542150084,0.6715434355352281,Computer Science,1,0,0,1,1,P
10073,Outside NYC,21.415788384922855,3.2447558608517575,-0.6959833553407826,Computer Information Systems,1,1,1,1,1,P
10074,Queens,22.7852335032268,2.991813065139345,13.468029345269724,Computer Information Systems,1,0,1,0,1,P
10075,Manhattan,17.204913393124162,4.416824682515005,4.573111905708082,Computer Science,1,1,1,1,0,P
10076,Outside NYC,26.77297900967553,3.0179225301146935,4.148188163803219,Computer Information Systems,1,1,0,1,0,P
10077,Queens,20.059943887600358,2.656839265402945,5.1224492730512345,Computer Science,1,1,1,1,1,P
10078,Bronx,20.407953804027414,2.9515856559112215,10.499040138195234,Computer Information Systems,1,1,1,1,1,P
10079,Outside NYC,22.67818934691155,2.4133554965990394,11.704297150421418,Computer Information Systems,1,0,0,0,0,P
10080,Outside NYC,22.3671235904289,5.009644925207401,17.553258974078783,Computer Information Systems,1,1,1,1,1,P
10081,Bronx,23.21426823877019,2.735621780538549,10.09301536743547,Computer Science,1,1,1,1,0,P
10082,Brooklyn,19.55808879760962,3.0370000558273285,2.5022201196405938,Computer Information Systems,1,1,1,1,0,P
10083,Brooklyn,25.983236940939726,3.0979354062670454,5.2740287939336525,Computer Information Systems,1,1,1,1,1,P
10084,Bronx,24.589810001122732,2.6783209239809382,11.66164778928523,Computer Information Systems,0,1,1,0,0,P
10085,Queens,26.384997084298128,3.2950193275474806,10.683415644969633,Computer Information Systems,1,1,1,0,1,P
10086,Queens,21.622834738815808,3.0746245039882756,4.512354187843505,Computer Information Systems,1,1,1,0,0,P
10087,Manhattan,21.187912021453016,2.9387620739255684,6.904513575773356,Computer Science,1,0,1,1,1,P
10088,Outside NYC,25.142232938017784,3.8069606933943065,-0.6419506705142446,Computer Information Systems,1,1,1,1,0,P
10089,Outside NYC,22.699680228687246,3.374576825870212,-1.115210107297603,Computer Information Systems,1,1,0,1,0,P
10090,Manhattan,25.660302600469507,2.3802226236073354,10.890266992555471,Computer Information Systems,1,1,0,1,0,P
10091,Brooklyn,18.51157301550268,3.62169552728141,4.98674222501804,Computer Science,1,0,0,0,0,P
10092,Outside NYC,21.41835027133489,2.679995703728338,11.92385737598092,Computer Information Systems,1,0,1,1,0,P
10093,Brooklyn,28.484368895170416,3.0197983798785724,1.5719817633655744,Computer Science,0,1,0,1,1,P
10094,Outside NYC,18.913164846709474,3.179455793919907,1.2729080820460084,Computer Information Systems,1,1,0,1,0,P
10095,Staten Island,21.977679400913146,2.324620055079193,4.587262221918677,Computer Information Systems,1,1,0,0,0,P
10096,Manhattan,15.973212188077248,2.890696939751036,7.718294615685275,Computer Information Systems,1,1,0,1,0,P
10097,Brooklyn,26.791328010616162,2.865888149721247,-1.4314674514538996,Computer Information Systems,1,1,1,1,1,P
10098,Outside NYC,29.29537918386711,1.7003222742779431,2.835604259868488,Computer Science,1,1,0,1,0,P
10099,Queens,23.449391970030057,4.1191276588932615,10.841645033829616,Computer Information Systems,1,1,1,1,1,P
10100,Outside NYC,26.81685660060299,2.5949502241913187,7.632982582821498,Computer Science,1,1,1,1,0,P
10101,Outside NYC,25.665701147771944,1.6791618302901488,8.428112681152045,Computer Information Systems,1,1,1,0,0,P
10102,Brooklyn,18.378171707636767,2.905534033330336,6.188339110446122,Computer Information Systems,1,1,1,0,0,P
10103,Outside NYC,20.936504318151474,3.547609999498199,8.5835862800496,Computer Science,1,1,1,1,1,P
10104,Queens,20.38931460589985,3.2561511725566126,5.683819975180797,Computer Information Systems,1,0,1,0,0,P
10105,Queens,20.839977121602473,3.0095353222228285,1.7479003829061979,Computer Science,1,1,1,1,1,P
10106,Queens,18.546847674160695,3.383066059470737,8.488007596393842,Computer Information Systems,0,1,1,1,0,P
10107,Outside NYC,23.00568110114856,3.774571633677776,2.2671502389665514,Computer Information Systems,0,1,1,0,1,P
10108,Brooklyn,25.682031100790297,2.550712088783366,0.42445403280410243,Computer Information Systems,1,1,0,0,0,P
10109,Manhattan,18.789261222961642,4.055205626520823,-2.5623158056823563,Computer Science,0,1,1,1,0,P
10110,Outside NYC,14.246095666204933,2.7077151027346185,9.249428095904534,Computer Science,1,1,1,1,1,P
10111,Bronx,22.55553542241385,3.3941872017650985,12.962324960961453,Computer Information Systems,0,0,0,1,0,P
10112,Brooklyn,23.568067350045848,3.417100754358494,4.6760266712751735,Computer Information Systems,1,1,1,1,1,P
10113,Outside NYC,30.24492715380701,3.1113809878407195,3.645124700101772,Computer Information Systems,1,1,1,0,0,P
10114,Outside NYC,19.881963088983458,3.2629015076428094,9.61473122516727,Computer Science,0,1,0,1,0,P
10115,Outside NYC,19.78658364261096,2.823332919251767,-7.863154596383369,Computer Information Systems,0,1,1,1,0,P
10116,Outside NYC,23.603622057132338,3.347665511497112,8.885479005579699,Computer Information Systems,0,1,1,0,1,P
10117,Outside NYC,24.6151313916569,3.666957439986421,-1.744056191110423,Computer Information Systems,0,1,0,1,1,P
10118,Outside NYC,24.373659554910855,4.004392647424271,-0.5628841971383327,Computer Information Systems,1,0,1,1,0,P
10119,Manhattan,23.474598106436765,3.576226618921952,3.4621560479584055,Computer Information Systems,1,1,1,0,0,P
10120,Queens,21.539061711913945,3.0118767366695267,14.176358573045345,Computer Information Systems,1,1,0,1,1,P
10121,Outside NYC,25.401058840422618,1.6961510583265622,3.2288957120694515,Computer Information Systems,1,1,1,0,1,P
10122,Brooklyn,22.620018785188932,2.6322188995667193,10.017839746746237,Computer Information Systems,1,1,1,1,0,P
10123,Bronx,20.78938855627413,2.7436945942609583,9.067776057412146,Computer Information Systems,0,0,0,0,1,P
10124,Bronx,21.750205077906998,2.6902975086438246,8.491167484961432,Computer Information Systems,1,0,1,1,0,P
10125,Bronx,27.556393827641063,3.225402468182489,5.000131039797379,Computer Information Systems,1,1,1,0,0,P
10126,Brooklyn,20.281833945026072,1.2246275519271357,4.203184261176588,Computer Information Systems,1,0,1,1,0,P
10127,Bronx,20.079333447156323,3.0653563129997874,3.8390324048854048,Computer Science,1,1,0,1,0,P
10128,Outside NYC,22.598566281265388,3.228109830386964,15.304355252156789,Computer Information Systems,1,1,1,0,0,P
10129,Outside NYC,23.970292866891036,3.630114836005715,1.048393775822805,Computer Science,0,1,1,1,0,P
10130,Outside NYC,17.91623977837241,3.3638907601114623,9.92683594891561,Computer Science,1,1,1,0,0,P
10131,Outside NYC,25.11242100302259,2.24222695912877,8.519034936169989,Computer Information Systems,1,1,0,0,1,P
10132,Manhattan,21.549666112740027,2.9886380835174053,19.238841260642133,Computer Science,1,1,0,0,1,P
10133,Outside NYC,16.14753519156352,3.8785137365527547,1.583996293336849,Computer Information Systems,0,1,1,1,1,P
10134,Manhattan,25.06889966832439,3.639978245868261,0.7906054793013091,Computer Science,1,1,1,0,0,P
10135,Outside NYC,23.417393476215867,3.153597192600684,9.255655428150144,Computer Information Systems,1,1,1,1,0,P
10136,Bronx,24.489509991989056,3.589010206900476,8.774136731454387,Computer Science,1,1,0,1,1,P
10137,Outside NYC,22.19316743155338,4.028191294604299,10.48044985446858,Computer Science,1,1,1,1,0,P
10138,Brooklyn,18.078545159738056,2.4390369471587414,0.5402603991937882,Computer Information Systems,1,0,0,1,0,P
10139,Outside NYC,21.683296279053092,2.8667025410782854,3.7713082208725224,Computer Science,0,0,0,1,0,P
10140,Manhattan,25.79654916959199,3.10625906837456,6.220871858366494,Computer Information Systems,0,0,1,1,1,P
10141,Bronx,22.000512356536156,2.994352740053062,-1.0410326905472953,Computer Information Systems,1,1,0,0,0,P
10142,Brooklyn,28.86444674459127,2.6365291723389013,6.2493318746309106,Computer Information Systems,1,1,0,0,1,P
10143,Brooklyn,19.974333327925024,3.6255680811739466,15.390943920011217,Computer Information Systems,1,0,1,0,1,P
10144,Outside NYC,22.11351861487934,3.5809911901275084,10.325580660691717,Computer Information Systems,1,1,1,1,1,P
