index,borough,age,gpa,days_missed,major,full_time,freshman,first_generation,employed,pell_grant,grade
3272,Manhattan,23.87208388789445,3.615622896994114,4,Computer Information Systems,1,0,0,0,1,P
9343,Staten Island,18.291107179264586,2.8210044764550397,13,Computer Science,1,1,1,1,1,DWFI
12155,Brooklyn,17.736730837019692,3.3511028019476186,17,Computer Information Systems,1,1,1,1,1,DWFI
1053,Outside NYC,26.81021614571789,2.859237349607086,2,Computer Science,1,0,1,0,1,P
14290,Outside NYC,32.06836151722534,3.05624163871557,9,Computer Information Systems,0,1,1,1,0,DWFI
4646,Outside NYC,25.352268415225893,2.6671705859719625,1,Computer Information Systems,1,0,0,0,1,P
2587,Outside NYC,24.920527946297867,3.266717171324308,5,Computer Science,1,0,1,1,0,P
11602,Staten Island,19.875953769224687,3.579481913049495,20,Computer Information Systems,1,1,1,1,1,DWFI
1528,Queens,22.333022836847203,4.24335288022742,0,Computer Information Systems,1,0,0,0,1,P
10782,Brooklyn,20.62111715507818,3.091786276999492,15,Computer Science,1,0,1,1,1,DWFI
1768,Manhattan,31.553732768431185,3.6699957925247046,3,Computer Information Systems,1,1,0,0,0,P
10159,Queens,25.04966580614084,2.535685319992109,3,Computer Science,0,0,1,0,1,P
4855,Outside NYC,22.31522114031612,1.781138562646744,16,Computer Science,1,1,1,1,1,DWFI
13185,Outside NYC,19.239829914197117,3.126943847176805,20,Computer Science,0,1,0,1,0,DWFI
2805,Outside NYC,23.80332474350089,3.2939062027838144,2,Computer Science,1,1,0,1,1,P
16536,Manhattan,28.1726879203487,2.3899944134376145,19,Computer Information Systems,0,1,1,1,1,DWFI
16588,Outside NYC,25.99617081107031,3.276728053953136,2,Computer Information Systems,1,0,0,0,1,P
5496,Outside NYC,26.04363623510324,2.9923766891910244,0,Computer Information Systems,1,1,1,1,0,P
13248,Outside NYC,25.407629614613757,2.495925415896395,15,Computer Science,1,1,1,0,1,DWFI
8223,Queens,22.002238991197125,2.548889190627523,10,Computer Information Systems,1,1,0,1,1,DWFI
16308,Outside NYC,21.90864202019676,2.691329729491726,16,Computer Information Systems,1,1,1,1,0,DWFI
8839,Outside NYC,21.24662912438535,2.9682639662507007,6,Computer Science,0,0,1,1,1,P
1701,Bronx,22.531797156658666,3.0329700060878784,5,Computer Information Systems,1,1,0,1,1,P
3453,Outside NYC,26.474214320042456,3.2578492635268512,4,Computer Science,1,1,1,1,1,P
13551,Outside NYC,34.44876899683971,2.269204223239732,3,Computer Science,1,1,0,0,1,P
5379,Brooklyn,28.973695709753542,2.415872284619956,8,Computer Information Systems,1,1,1,1,1,DWFI
5774,Brooklyn,24.2205257553449,2.921493427190462,5,Computer Information Systems,0,1,1,0,0,P
6741,Staten Island,16.708699745818357,3.572143084499898,18,Computer Information Systems,0,1,1,1,1,DWFI
13330,Manhattan,21.212858389427,1.775846751446284,8,Computer Information Systems,0,1,1,1,0,DWFI
4287,Queens,31.56826532197541,2.221007274872267,12,Computer Information Systems,1,1,1,1,0,DWFI
6521,Manhattan,25.24250831162009,3.913301142423273,2,Computer Information Systems,1,0,0,0,0,P
1085,Brooklyn,26.65782245295399,2.952486355566675,3,Computer Information Systems,1,0,1,0,0,P
15724,Bronx,24.543741972141444,2.857682080716167,4,Computer Information Systems,0,1,0,1,1,P
9883,Outside NYC,17.361473559361123,3.81462689665882,2,Computer Science,1,1,0,0,1,P
16795,Bronx,17.446811443800506,3.780384643876193,17,Computer Science,0,1,1,1,1,DWFI
12766,Outside NYC,27.93322168756725,2.7944155803067687,0,Computer Information Systems,0,0,1,1,1,P
6067,Outside NYC,14.657075121812785,2.9684896111439736,17,Computer Science,1,1,1,0,0,DWFI
6554,Outside NYC,24.43435010320348,2.0555344243349216,18,Computer Information Systems,0,1,0,1,0,DWFI
14657,Outside NYC,15.532254971127148,2.558446703161944,21,Computer Information Systems,0,1,1,1,0,DWFI
12218,Manhattan,21.485910668535706,3.883246979317072,13,Computer Information Systems,1,1,1,1,0,DWFI
11862,Outside NYC,25.31838621305288,2.569648500552088,9,Computer Science,0,1,1,1,1,DWFI
8808,Outside NYC,20.584934231055197,3.114764873206375,17,Computer Information Systems,0,1,1,0,1,DWFI
862,Outside NYC,17.07173177825583,2.9818075885686417,3,Computer Science,0,0,0,0,0,P
12500,Staten Island,17.927230530993725,3.2991462279264616,2,Computer Science,0,1,1,0,0,P
1592,Staten Island,23.47755794437533,3.6041922037306793,6,Computer Information Systems,1,1,1,0,1,P
561,Brooklyn,21.30967038472516,3.340873597110739,6,Computer Information Systems,1,1,1,1,0,P
10062,Queens,27.62686400462545,2.2952732641273244,8,Computer Information Systems,1,0,1,1,1,DWFI
11856,Outside NYC,32.018520640018174,2.381376808189969,4,Computer Science,1,1,1,0,0,P
4360,Outside NYC,22.715614903238105,2.640942899837026,19,Computer Information Systems,0,1,1,1,0,DWFI
715,Bronx,21.72333579904337,3.2770046210113204,2,Computer Information Systems,0,0,1,0,1,P
6588,Outside NYC,19.851154460083688,3.187713862987745,7,Computer Information Systems,1,0,1,1,1,DWFI
12570,Brooklyn,19.217822637569668,2.251716464110572,11,Computer Information Systems,0,1,0,1,1,DWFI
9085,Outside NYC,22.55607574485252,2.221797471767112,18,Computer Information Systems,0,1,1,1,0,DWFI
6837,Bronx,24.149642976433377,2.737799971990394,13,Computer Information Systems,0,1,0,1,1,DWFI
13843,Outside NYC,22.98887242204396,2.7915597504470773,16,Computer Science,0,0,0,1,0,DWFI
2634,Outside NYC,22.092994186193668,2.930741287530046,1,Computer Science,0,1,0,0,0,P
6320,Bronx,22.454239191734825,2.487351114297605,10,Computer Science,1,1,0,1,1,DWFI
13466,Outside NYC,24.848240521324925,2.4781249378236234,3,Computer Information Systems,1,0,1,0,0,P
1875,Outside NYC,29.1470375049552,2.571624683136633,5,Computer Information Systems,1,1,0,0,0,P
1041,Bronx,17.667865113971104,2.294103498588352,4,Computer Science,0,0,0,0,0,P
15494,Outside NYC,17.143573931772323,2.8817349606804217,11,Computer Information Systems,1,0,0,0,0,DWFI
10036,Manhattan,17.766869593448835,2.8039110172828234,19,Computer Science,1,1,0,0,1,DWFI
16947,Brooklyn,22.690673918585446,3.852160486668281,9,Computer Science,1,1,1,1,1,DWFI
8938,Queens,21.064387080442664,3.0841496427683155,3,Computer Science,1,1,1,0,1,P
12728,Outside NYC,11.895399827305951,2.6582442321568,10,Computer Science,1,1,1,1,1,DWFI
12882,Brooklyn,21.18224529021562,3.218541443899104,1,Computer Information Systems,0,1,0,1,0,P
8139,Manhattan,28.59615730402671,3.7986129107635063,2,Computer Information Systems,1,1,1,0,1,P
13436,Outside NYC,23.402356525771204,2.953810037337131,2,Computer Information Systems,1,1,1,0,0,P
10679,Outside NYC,20.55861440381043,3.215288571942107,2,Computer Information Systems,0,1,1,0,1,P
5210,Brooklyn,16.62495327701805,2.8419435309590257,3,Computer Information Systems,1,1,1,0,0,P
4764,Queens,16.69850159521762,2.8544127610418526,6,Computer Information Systems,1,0,0,1,0,P
1550,Bronx,22.1799119583801,3.37666438253054,3,Computer Information Systems,1,0,0,0,1,P
12828,Outside NYC,28.24128252421012,2.2895658846492504,13,Computer Science,1,1,0,0,1,DWFI
10,Brooklyn,25.921582702509266,2.370374154705904,6,Computer Information Systems,1,1,0,0,1,P
14135,Manhattan,21.86892437622818,2.9758328793653472,14,Computer Science,1,1,1,1,0,DWFI
9633,Brooklyn,29.21791131673056,3.047880434759044,1,Computer Information Systems,0,1,0,0,0,P
14129,Queens,22.805353926031785,3.242708789933036,4,Computer Information Systems,1,0,1,0,1,P
8410,Brooklyn,22.400180280542084,3.0699088537098578,13,Computer Information Systems,1,1,0,1,1,DWFI
13504,Bronx,34.83365026057896,3.2105777453747217,1,Computer Information Systems,1,1,0,0,0,P
7702,Bronx,19.888543578223675,3.725065255273251,3,Computer Science,1,0,1,0,0,P
8611,Brooklyn,23.92856903616145,2.6771805602529524,10,Computer Information Systems,1,1,1,1,1,DWFI
1784,Brooklyn,24.80402976071885,2.931274260830802,2,Computer Science,1,1,1,0,1,P
6536,Manhattan,15.583129067811305,2.7503737621419204,14,Computer Information Systems,1,0,0,1,1,DWFI
3580,Brooklyn,18.141567424936436,3.4284614333168872,4,Computer Information Systems,1,1,0,1,1,P
12416,Outside NYC,21.727723829275742,1.6936461085176804,9,Computer Science,1,1,0,0,1,DWFI
6595,Queens,20.25598949836046,2.692651063098224,3,Computer Information Systems,0,0,0,0,0,P
4322,Manhattan,26.05712842494572,2.922389216332672,13,Computer Science,1,1,1,0,1,DWFI
12962,Brooklyn,21.518570686329547,3.4573390146309846,3,Computer Information Systems,1,1,0,0,1,P
14763,Outside NYC,23.42094087014237,2.783627584181691,12,Computer Science,0,1,0,1,0,DWFI
4229,Manhattan,26.05434721653853,3.191819603810642,11,Computer Information Systems,1,1,1,1,1,DWFI
5010,Bronx,18.598575200478145,3.7687532572932567,5,Computer Information Systems,1,1,1,0,1,P
9680,Queens,22.501133297529723,3.566364679891984,10,Computer Science,1,0,1,1,1,DWFI
7595,Outside NYC,23.68846184879975,3.3916633353147865,3,Computer Science,0,1,0,0,0,P
1363,Outside NYC,25.05008872225372,3.3672461762459385,4,Computer Science,1,0,1,1,1,P
7653,Outside NYC,21.857556454897143,2.8590298534374807,3,Computer Information Systems,0,1,0,0,1,P
5556,Outside NYC,16.864636191487484,3.0703733601198837,2,Computer Science,1,0,1,0,1,P
7258,Queens,34.60366799846732,2.536858260563201,2,Computer Information Systems,1,0,1,0,0,P
2398,Manhattan,21.848710475962733,3.208154451296831,3,Computer Information Systems,1,0,1,0,1,P
2326,Manhattan,26.84881028549384,2.7063432393651112,3,Computer Information Systems,0,1,1,0,0,P
4737,Brooklyn,27.334267594528605,2.5945824592460447,12,Computer Information Systems,0,1,1,0,0,DWFI
12077,Outside NYC,28.478832470711232,1.9122929280207095,15,Computer Science,0,0,1,1,0,DWFI
5630,Queens,19.406706406609292,3.181103809428907,2,Computer Information Systems,0,1,0,1,1,P
13582,Outside NYC,16.004523655417458,3.2986424840293864,12,Computer Science,1,1,1,1,0,DWFI
6529,Outside NYC,18.71168276172714,3.2190128711805848,1,Computer Information Systems,1,0,0,0,0,P
15336,Brooklyn,22.487970465942563,3.396124340098273,2,Computer Information Systems,0,0,0,1,1,P
591,Outside NYC,17.744588518444857,3.526688252813253,1,Computer Information Systems,1,0,1,0,0,P
1926,Manhattan,21.52059722208258,3.950141200354609,1,Computer Information Systems,1,0,1,1,0,P
10630,Manhattan,25.941307283153428,3.5949130419535185,18,Computer Science,1,1,1,1,1,DWFI
15988,Outside NYC,22.13472602867061,2.134957713973956,15,Computer Science,0,1,1,1,0,DWFI
3606,Manhattan,26.282312596223004,2.6710624856544296,3,Computer Science,0,0,1,0,1,P
2593,Manhattan,21.159580775052174,3.361218307549164,1,Computer Information Systems,1,0,0,0,0,P
4356,Manhattan,25.094901415227422,3.870078377994653,1,Computer Information Systems,1,0,1,0,0,P
2775,Brooklyn,15.235457867370087,3.0604658480543163,3,Computer Information Systems,0,0,0,0,0,P
4041,Outside NYC,26.332217600262656,3.442238393266351,2,Computer Information Systems,1,0,0,0,0,P
11941,Outside NYC,26.74919673065577,3.565934616114609,5,Computer Science,1,0,0,0,1,P
9830,Brooklyn,31.4628912582762,3.003277864032805,4,Computer Information Systems,0,1,0,0,0,P
6286,Outside NYC,24.99058672401441,3.0120918025600534,2,Computer Information Systems,0,0,1,0,1,P
7420,Queens,17.7871026381269,2.7929949237450518,10,Computer Information Systems,0,1,1,0,1,DWFI
14986,Queens,24.95007939227687,3.722696111664897,7,Computer Science,1,0,0,1,1,DWFI
3317,Manhattan,21.96291604826836,3.107045241757248,2,Computer Information Systems,1,1,1,0,0,P
15163,Queens,21.59382334004369,2.8848093180908307,21,Computer Science,1,0,1,1,0,DWFI
3660,Outside NYC,28.26029218602553,3.0635225521484104,4,Computer Science,1,0,0,0,0,P
12589,Bronx,24.827982212398496,3.626414740631951,2,Computer Information Systems,0,0,0,1,0,P
15397,Manhattan,25.08664387475381,2.581747181920355,1,Computer Information Systems,1,1,0,0,0,P
16157,Bronx,19.84979244264138,3.096244866552631,5,Computer Science,1,1,1,0,1,P
5161,Outside NYC,18.98488675889908,2.138880727155212,2,Computer Information Systems,0,1,1,0,0,P
11124,Manhattan,27.157879009279675,3.04643475343336,15,Computer Science,1,1,1,1,0,DWFI
6713,Outside NYC,19.48273872735919,3.5044323579644203,3,Computer Science,1,0,1,0,0,P
4790,Brooklyn,19.807285724122053,2.777562516897502,15,Computer Information Systems,0,1,1,1,1,DWFI
1215,Outside NYC,25.4135237888064,2.624259226939724,2,Computer Information Systems,1,1,1,0,0,P
14067,Outside NYC,25.32064105975242,2.752639891320994,14,Computer Information Systems,0,1,1,1,1,DWFI
5032,Manhattan,23.61374618174665,2.933333331231385,17,Computer Information Systems,0,0,1,1,1,DWFI
9220,Brooklyn,24.24565767239157,3.3695582761715617,0,Computer Information Systems,1,1,1,0,0,P
2135,Manhattan,28.407139440209363,3.3949441397828566,9,Computer Information Systems,0,1,1,1,0,P
7761,Staten Island,22.489948624422887,3.295327500435828,3,Computer Information Systems,1,0,1,0,0,P
12960,Brooklyn,19.187080415441883,3.065694094305066,2,Computer Science,1,1,0,1,1,P
3010,Outside NYC,28.80748285334972,2.682870933492555,2,Computer Science,1,1,0,1,0,P
16774,Queens,21.587335545049537,2.68303738688758,14,Computer Science,1,1,0,1,1,DWFI
15320,Bronx,17.947898809388764,3.223011963151568,4,Computer Information Systems,0,1,1,0,1,P
13827,Staten Island,20.379750282288796,2.215674334406755,12,Computer Information Systems,1,0,0,1,0,DWFI
12080,Manhattan,18.37437602557576,2.923957957152683,22,Computer Science,1,1,1,1,0,DWFI
13243,Bronx,23.058225781499893,3.742502376695984,14,Computer Information Systems,1,0,1,1,0,DWFI
9487,Outside NYC,21.161540154759912,2.862499540599719,2,Computer Information Systems,1,0,1,0,0,P
9317,Manhattan,25.5938221450894,3.1645723490019884,3,Computer Information Systems,1,1,1,1,0,P
16586,Manhattan,24.997655913071466,2.324537123751382,4,Computer Science,0,1,0,0,0,P
51,Brooklyn,22.82707254199234,3.938306888685587,6,Computer Information Systems,0,1,0,0,1,P
3630,Outside NYC,27.075832540024795,2.5027098059740656,3,Computer Information Systems,1,1,1,0,1,P
3544,Outside NYC,22.97606059166777,2.3947270396465385,6,Computer Information Systems,0,0,0,0,0,P
11270,Bronx,19.63108199047084,2.6272487090114525,19,Computer Science,0,1,1,1,0,DWFI
6573,Queens,28.060278144893715,3.93141866556787,1,Computer Information Systems,1,1,0,1,0,P
6296,Queens,18.93469219988764,3.910901887974765,2,Computer Information Systems,1,1,0,1,0,P
11513,Outside NYC,27.39955601226333,3.098722941532331,2,Computer Information Systems,1,1,1,0,1,P
16786,Manhattan,19.578265816990488,3.578402554491253,2,Computer Information Systems,0,1,1,0,1,P
3749,Manhattan,28.21680333566713,2.9102354239957977,3,Computer Information Systems,1,1,0,0,0,P
14843,Manhattan,27.48792883611021,2.996607475779259,3,Computer Information Systems,1,0,1,1,1,P
5026,Manhattan,22.32942751856452,3.3942287512961937,4,Computer Science,1,0,0,1,1,P
12588,Bronx,24.12204989800836,2.3486424797042997,4,Computer Information Systems,1,1,0,1,0,P
14704,Brooklyn,20.548987156967225,2.463656551392462,7,Computer Information Systems,1,1,1,1,0,DWFI
1948,Brooklyn,21.92730316442801,2.649835408993169,4,Computer Information Systems,0,1,1,0,0,P
11450,Brooklyn,21.689234301148065,3.057435148497856,11,Computer Information Systems,0,1,1,1,0,DWFI
15075,Manhattan,19.523472633360083,3.3836016752591025,4,Computer Information Systems,0,1,0,0,0,P
12151,Outside NYC,15.903389183667125,2.978435746212952,8,Computer Science,1,1,1,1,1,DWFI
13498,Outside NYC,23.65083246780056,2.4485365625052,4,Computer Information Systems,1,1,1,1,1,P
3289,Brooklyn,25.92474123402492,2.747914890950442,3,Computer Information Systems,1,1,1,1,0,P
11724,Manhattan,24.60624568795961,3.013158160440724,3,Computer Information Systems,1,0,0,0,0,P
2720,Brooklyn,24.241964740766672,4.12907440031243,0,Computer Science,0,1,0,0,0,P
3616,Outside NYC,23.226677126468577,2.7023278158984048,5,Computer Information Systems,1,1,1,1,0,P
8500,Manhattan,22.229831595978204,2.22468687573149,5,Computer Science,1,0,0,0,1,P
8656,Outside NYC,31.70855905024857,3.2620174764359544,1,Computer Science,1,1,1,0,1,P
16235,Outside NYC,17.049814207767074,3.3990527877267103,15,Computer Information Systems,1,1,1,1,1,DWFI
3675,Outside NYC,25.37241840830428,3.0655107210088115,4,Computer Science,0,0,0,0,1,P
2303,Brooklyn,23.08073640483572,2.556265627539944,2,Computer Science,1,1,0,1,0,P
893,Bronx,27.544253749424257,3.093556382993284,1,Computer Information Systems,1,0,1,0,0,P
6095,Brooklyn,26.506470812457984,2.6051908151210665,2,Computer Information Systems,1,0,1,0,0,P
12774,Outside NYC,24.975757931984774,3.231246666391228,5,Computer Information Systems,1,1,1,1,0,P
1369,Outside NYC,22.53301645163377,3.4302396702024964,3,Computer Information Systems,0,1,1,0,0,P
3420,Bronx,24.11462059992185,2.9874100566197086,3,Computer Information Systems,1,1,1,0,1,P
4416,Outside NYC,20.793837135018517,2.961351882964245,2,Computer Information Systems,0,1,1,0,0,P
2953,Outside NYC,13.628717378735583,3.5301622719824564,2,Computer Science,0,1,1,1,1,P
1879,Manhattan,21.416772146815084,3.809283930031745,3,Computer Information Systems,0,1,1,0,0,P
5363,Bronx,22.25696300456335,1.6784001850090398,8,Computer Information Systems,0,1,1,1,1,DWFI
15479,Outside NYC,17.86127798272419,2.5173636959847805,10,Computer Science,0,0,1,1,1,DWFI
11036,Outside NYC,30.691389628702552,3.019394285623823,4,Computer Science,0,0,0,0,1,P
15185,Manhattan,14.04792147763042,2.430968097023169,3,Computer Science,1,1,0,1,0,P
3306,Outside NYC,21.63719787841558,3.499761821844056,7,Computer Science,1,0,0,0,0,P
3331,Brooklyn,22.21564825625341,2.519388553454119,0,Computer Information Systems,1,0,0,1,1,P
8425,Manhattan,24.96991666961124,2.9358845008109835,3,Computer Information Systems,0,1,0,1,0,P
11061,Bronx,21.45819130079846,3.242619471342931,5,Computer Information Systems,1,0,0,1,1,P
7672,Manhattan,15.229174214980532,3.1295546090473816,2,Computer Information Systems,1,0,0,1,1,P
14899,Brooklyn,22.09447824632358,2.2993051031538814,3,Computer Information Systems,0,0,1,0,0,P
2071,Manhattan,21.682264980981696,2.655012215251531,1,Computer Information Systems,1,0,1,1,0,P
2434,Outside NYC,17.388780014311017,3.1561442837222478,3,Computer Science,1,1,1,0,0,P
3055,Outside NYC,26.11192705670814,3.1174008713873747,4,Computer Information Systems,1,1,0,0,1,P
9647,Outside NYC,18.403831137070384,2.954276929647886,13,Computer Science,1,1,0,1,0,DWFI
15915,Outside NYC,29.71334497637974,3.0322888169906803,16,Computer Science,1,1,1,1,1,DWFI
11221,Brooklyn,18.15900878564726,1.6794706959931456,13,Computer Science,1,1,1,1,1,DWFI
13799,Brooklyn,25.198734375114643,2.1670556844698923,5,Computer Information Systems,0,0,0,0,1,P
15713,Outside NYC,24.11863283353313,3.354599390764772,4,Computer Information Systems,0,1,1,0,1,P
16854,Outside NYC,25.68147033079665,2.5641611849307675,1,Computer Information Systems,1,0,0,0,0,P
12604,Outside NYC,31.42292531973656,3.2435942659929053,2,Computer Information Systems,1,1,1,0,0,P
13746,Outside NYC,21.656840822757665,3.5454020751447453,14,Computer Information Systems,0,1,1,1,1,DWFI
